STT,CID,SMILES,IC50 (uM),"1,3-diphenylurea",1H-indazole,Beta-carboline,Dihydropyridine,Furan,"Imidazo(2,1-b)thiazole",Imidazole,Indole,Isoquinoline,"Naphtho(2,3-d)imidazole-4,9-dione","Naphtho(2,3-d)thiazole-4,9-dione",Naphthoquinone,Quinoline,Quinone,Quinoxaline,Thiohydantoin,Thiophene,Triazole,Tryptophan,"1H-indole-4,7-dione","5H-imidazo(5,1-a)isoindole",Brassinin,Tryptanthrin,"3-(1H-indol-3-yl)pyrrolidine-2,5-dione",Other
746,117704968,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
747,117704969,CC1=C(C=CC(=C1)Br)NC2=C(SC3=CC=CC=C32)N,"0,7333333333",,,,,,,,,,,,,,,,,x,,,,,,,,
748,117704970,C1OC2=C(O1)C=C(C=C2)NC3=C(SC4=CC=CC=C43)N,"0,2",,,,,,,,,,,,,,,,,x,,,,,,,,
749,117704971,COC1=CC=CC(=C1)NC2=C(SC3=CC=CC=C32)N,"0,3333333333",,,,,,,,,,,,,,,,,x,,,,,,,,
750,117704972,C1=CC=C(C=C1)C2=CC=CC3=C2SC(=C3NC4=CC(=C(C=C4)F)Cl)N,"0,2",,,,,,,,,,,,,,,,,x,,,,,,,,
751,117704973,C1=CC=C2C(=C1)C(=C(S2)N)NC3=CC(=CC=C3)Cl,"0,2",,,,,,,,,,,,,,,,,x,,,,,,,,
752,117704975,CC1=CC2=C(C(=N1)C3=CC(=NC=C3)C)OC(=C2NC4=CC(=C(C=C4)F)Cl)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
753,117704976,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC=C4)C(F)(F)F)N)Cl)F,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
754,117704977,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C3=CC(=NC=C3)C)N(C4=CC(=C(C=C4)F)F)C(=O)OCC,1,,,,,x,,,,,,,,,,,,,,,,,,,,
755,117704978,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=CC(=C4)F)F)N)Cl)F,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
756,117704979,C1=CC=C(C=C1)/C=C/C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
757,117779181,CCCOC1=C(C=C(C=C1NC(=O)NC2=CC=C(C=C2)C)C3=CC=CC=C3C4=NNN=N4)/C=C/CC(F)(F)F,"0,03",x,,,,,,,,,,,,,,,,,,,,,,,,
758,117779240,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC(=C(C=C3)OC)C(=O)O)OC4=CC=CC=C4C(C)(C)C,"0,35",x,,,,,,,,,,,,,,,,,,,,,,,,
759,117779569,CCCOC1=C(C=C(C=C1NC(=O)NC2=CC=C(C=C2)C)C3=CC=CC=C3C4=NNN=N4)C/C=C/C,"0,03",x,,,,,,,,,,,,,,,,,,,,,,,,
760,117805608,CCCC1=C(C(=CC(=C1)C2=CC=CC=C2C3=NNN=N3)NC(=O)NC4=CC=C(C=C4)C)OCCC,"0,03",x,,,,,,,,,,,,,,,,,,,,,,,,
761,117805612,CC1=CC=C(C=C1)NC(=O)NC2=C(N=CC(=C2)C3=CC(=CN=C3)C(=O)O)OC4=CC=CC=C4,"6,18",,,,,,,,,,,,,,,,,,,,,,,,,x
762,117805661,CC1=CC=C(C=C1)NC(=O)NC2=C(N=CC(=C2)C3=CC(=CC(=C3)Cl)C(=O)O)OC4=CC=CC=C4C(C)(C)C,"7,5",,,,,,,,,,,,,,,,,,,,,,,,,x
763,117927580,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3C(=O)O)N(CC(C)C)CC(C)C,"0,01336666667",x,,,,,,,,,,,,,,,,,,,,,,,,
764,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,"37,85714286",,,,,,,,x,,,,,,,,,,,,,,x,,x,
765,118511969,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,50,,,,,,,,x,,,,,,,,,,,,,,x,,x,
766,118511985,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,"0,62",,,,,,,,x,,,,,,,,,,,,,,x,,x,
767,118511986,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,"0,29",,,,,,,,x,,,,,,,,,,,,,,x,,x,
768,118512015,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)C#N,12,,,,,,,,x,,,,,,,,,,,,,,x,,x,
769,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,"0,3725",,,,,,,,x,,,,,,,,,,,,,,x,,x,
770,118512030,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=CC(=C3)F,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,x
771,118512032,CC1=CC2=C(C=C1F)C(=CN2)C3CC(=O)NC3=O,46,,,,,,,,x,,,,,,,,,,,,,,x,,x,
772,118512042,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,"2,09",,,,,,,,x,,,,,,,,,,,,,,x,,x,
773,118512043,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,"0,49",,,,,,,,x,,,,,,,,,,,,,,x,,x,
774,118512052,C1[C@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,8,,,,,,,,x,,,,,,,,,,,,,,x,,x,
775,118512054,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,"2,2",,,,,,,,x,,,,,,,,,,,,,,x,,x,
776,118512063,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=C(C=C3)F,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,x
777,118512079,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)F,"3,4",,,,,,,,x,,,,,,,,,,,,,,x,,x,
778,118512091,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)C#N,"1,7",,,,,,,,x,,,,,,,,,,,,,,x,,x,
779,118520343,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)CO,53,,,,,,,,x,,,,,,,,,,,,,,x,,x,
780,118569598,C1CCC(CC1)CCC(=NC2=CC(=CC=C2)Cl)NO,1,,,,,,,,,,,,,,,,,,,,,,,,,x
781,118676157,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)[C@H]3C[C@H]3C(=O)O)N(CC(C)C)CC(C)C,"0,0042",x,,,,,,,,,,,,,,,,,,,,,,,,
782,118708818,C1=CC(=CN=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,"89,25",,,,,,,x,,,,,,,,,,,,,,,,,,
783,118716422,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)C,18,,,,,,x,x,,,,,,,,,,,,,,,,,,
784,118716423,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=CC(=C3)C,100,,,,,,x,x,,,,,,,,,,,,,,,,,,
785,118716424,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=CC=C3C,100,,,,,,x,x,,,,,,,,,,,,,,,,,,
786,118716425,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=CC=C3,100,,,,,,x,x,,,,,,,,,,,,,,,,,,
787,118716426,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CCCCC3,100,,,,,,x,x,,,,,,,,,,,,,,,,,,
788,118716427,CCC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)OCC,24,,,,,,x,x,,,,,,,,,,,,,,,,,,
789,118716428,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)OC,56,,,,,,x,x,,,,,,,,,,,,,,,,,,
790,118716429,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Cl,"8,1",,,,,,x,x,,,,,,,,,,,,,,,,,,
791,118716430,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br,"5,5",,,,,,x,x,,,,,,,,,,,,,,,,,,
792,118716431,CCOC(=O)C1=CN=C2N1C(=CS2)CC3=CC=CC=C3,100,,,,,,x,x,,,,,,,,,,,,,,,,,,
793,118716432,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC=CC=C4,"3,5",,,,,,x,x,,,,,,,,,,,,,,,,,,
794,118716433,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC(=CC=C4)Cl,"1,9",,,,,,x,x,,,,,,,,,,,,,,,,,,
795,118716433,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC(=CC=C4)Cl,"1,9",,,,,,x,x,,,,,,,,,,,,,,,,,,
796,118716434,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC5=C(C=C4)OCO5,"3,6",,,,,,x,x,,,,,,,,,,,,,,,,,,
797,118716435,C1=CC=C(C=C1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,"0,22",,,,,,x,x,,,,,,,,,,,,,,,,,,
798,118716436,C1=CC=C(C=C1)CNC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,"0,75",,,,,,x,x,,,,,,,,,,,,,,,,,,
799,118716437,C1CCC(CC1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,"1,8",,,,,,x,x,,,,,,,,,,,,,,,,,,
800,118716438,C1OC2=C(O1)C=C(C=C2)NC(=O)NCC3=CN=C4N3C(=CS4)C5=CC=C(C=C5)Br,"0,12",,,,,,x,x,,,,,,,,,,,,,,,,,,
801,118716439,COC1=CC=CC(=C1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,"0,16",,,,,,x,x,,,,,,,,,,,,,,,,,,
802,118716440,COC1=CC=C(C=C1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,"0,19",,,,,,x,x,,,,,,,,,,,,,,,,,,
803,118716441,C1=CC(=CC=C1C#N)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,"0,078",,,,,,x,x,,,,,,,,,,,,,,,,,,
804,118720652,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C,"1,3",,,,,,x,x,,,,,,,,,,,,,,,,,,
805,118867612,CSC1=NC2=C(C=C1)C(=NO2)N,55,,,,,,,,,,,,,,,,,,,,,,,,,x
806,118867613,C1=C(C=NC2=C1C(=NO2)N)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
807,118867614,C1=CC(=CC=C1OC2=NC3=C(C=C2)C(=NO3)N)OC(F)(F)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
808,118867615,C1=CC=C(C=C1)OC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
809,118867617,COC1=CC(=CC=C1)OC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
810,118867618,C1=CC=C(C=C1)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
811,118867619,C1COCC2=CC3=C(N=C21)ON=C3N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
812,118867622,C1=CC=C(C=C1)C2=C3C(=NOC3=NC=C2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
813,118867623,C1=CC(=NC2=C1C(=NO2)N)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
814,118867624,CN(C)C1=C(C=C2C(=NOC2=N1)N)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
815,118867625,C1=C2C(=NOC2=NC(=C1Cl)Cl)N,1,,,,,,,,,,,,,,,,,,,,,,,,,x
816,118867627,COC1=C(C=C(C=C1F)F)C2=CC3=C(N=C2)ON=C3N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
817,118867628,CN(C)CCCOC1=NC2=C(C=C1)C(=NO2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
818,118867629,C1=C2C(=NOC2=NC(=C1F)Cl)N,1,,,,,,,,,,,,,,,,,,,,,,,,,x
819,118867630,C1=CC=C(C(=C1)OC2=NC3=C(C=C2)C(=NO3)N)OC(F)(F)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
820,118867633,CC1=CC2=C(N=C1C)ON=C2N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
821,118867634,C1=CC(=CC(=C1)OC(F)(F)F)OC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
822,118867635,COC1=CC=C(C=C1)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
823,118867636,CC(C)C1=NC2=C(C=C1)C(=NO2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
824,118867637,C1=CSC(=C1)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,x,,,,,,,,
825,118867638,C1=CC=C(C(=C1)C2=CC3=C(N=C2)ON=C3N)O,100,,,,,,,,,,,,,,,,,,,,,,,,,x
826,118867640,CS(=O)(=O)C1=NC2=C(C=C1)C(=NO2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
827,118867641,C1COCCN1CCOC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
828,118867642,CC1=C2C(=NOC2=NC(=C1Cl)C)NC,100,,,,,,,,,,,,,,,,,,,,,,,,,x
829,118867645,CC1=C2C(=NOC2=NC(=C1OC(F)F)C)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
830,118867650,C1=COC(=C1)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,x,,,,,,,,,,,,,,,,,,,,
831,118867651,C1CC1NC2=C(C=C3C(=NOC3=N2)N)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
832,118867652,C1=CC(=CC(=C1)Cl)OC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
833,118867653,C1=CC(=C(C=C1Cl)Cl)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
834,118867654,CC1=C(C2=C(N=C1C)ON=C2N)C,55,,,,,,,,,,,,,,,,,,,,,,,,,x
835,118867655,C1=C(C=NC2=C1C(=NO2)N)I,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,x
836,118867657,CC1=C2C(=NOC2=NC(=C1Br)C)N,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,x
837,118867658,CC1=CC(=C2C(=NOC2=N1)N)C(F)(F)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
838,118867664,C1=C(C=NC2=C1C(=NO2)N)[N+](=O)[O-],"5,5",,,,,,,,,,,,,,,,,,,,,,,,,x
839,118867665,CC1(CCC2=NC3=C(C=C2C1)C(=NO3)N)C,100,,,,,,,,,,,,,,,,,,,,,,,,,x
840,118867666,CCOC(=O)C1=C(N=C2C(=C1)C(=NO2)N)C,100,,,,,,,,,,,,,,,,,,,,,,,,,x
841,118867667,C1CCC2=CC3=C(N=C2CC1)ON=C3N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
842,118867671,C1=CC(=CC=C1C2=CC3=C(N=C2)ON=C3N)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
843,118867672,COC1=C2C(=NOC2=NC=C1)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
844,118867673,COC1=CC=CC=C1OC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
845,118867676,C1COCCN1C2=C(C=C3C(=NOC3=N2)N)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
846,118867678,CC1=CC2=C(N=C1)ON=C2N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
847,118867679,CC1=CC(=NC2=C1C(=NO2)N)Cl,1,,,,,,,,,,,,,,,,,,,,,,,,,x
848,118867680,CSC1=NC(=NC2=C1C(=NO2)N)C3=CC=CC=C3,100,,,,,,,,,,,,,,,,,,,,,,,,,x
849,118867681,COCC#CC1=CC2=C(N=C1)ON=C2N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
850,118867682,C1=CC(=CC(=C1)OC2=NC3=C(C=C2)C(=NO3)N)C(F)(F)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
851,118867683,CN(C)CCOC1=NC2=C(C=C1)C(=NO2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
852,118867688,C1=CC(=CC=C1OC2=NC3=C(C=C2)C(=NO3)N)Cl,100,,,,,,,,,,,,,,,,,,,,,,,,,x
853,118867689,CCOC(=O)C1=C(N=C2C(=C1)C(=NO2)N)C(F)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
854,118867690,C1=CC(=NC2=C1C(=NO2)N)C(=O)O,100,,,,,,,,,,,,,,,,,,,,,,,,,x
855,118867691,CCOC(=O)C1=C(N=C2C(=C1)C(=NO2)N)C(F)(F)F,55,,,,,,,,,,,,,,,,,,,,,,,,,x
856,118867694,C1=CC(=C(C=C1F)F)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
857,118867697,COC1=CC=C(C=C1)OC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
858,118867699,C1=CC(=CC=C1C2=NC3=C(C=C2)C(=NO3)N)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
859,118867700,C1=CC=C(C(=C1)OC2=NC3=C(C=C2)C(=NO3)N)Cl,55,,,,,,,,,,,,,,,,,,,,,,,,,x
860,118867704,C1=C(C2=C(N=C1Cl)ON=C2N)C(F)(F)F,100,,,,,,,,,,,,,,,,,,,,,,,,,x
861,118870955,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3)N)Cl)I,1,,,,,x,,,,,,,,,,,,,,,,,,,,
862,118870986,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CC(=C3)C#N)N)C(F)(F)F,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
863,118871006,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC=CC=C4N5CCCCC5)N,1,,,,,x,,,,,,,,,,,,,,,,,,,,
864,118871055,CNC(=O)C1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
865,118894398,COC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,"0,7333333333",,,,,x,,,,,,,,,,,,,,,,,,,,
866,118894399,C#CC1=CC=C(C=C1)NC2=C(OC3=C2C=CN=C3)N,1,,,,,x,,,,,,,,,,,,,,,,,,,,
867,118894400,CC(C)OC1=CC=CC(=C1)NC2=C(OC3=C2C=CN=C3)N,1,,,,,x,,,,,,,,,,,,,,,,,,,,
868,118894401,COC1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)OC,1,,,,,x,,,,,,,,,,,,,,,,,,,,
869,118894402,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)C(F)F,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
870,118894403,C#CC1=CC(=CC=C1)NC2=C(OC3=C2C=CN=C3)N,"0,3333333333",,,,,x,,,,,,,,,,,,,,,,,,,,
871,118894404,CC(C1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)F)(F)F,"0,3333333333",,,,,x,,,,,,,,,,,,,,,,,,,,
872,118894405,CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,"0,3333333333",,,,,x,,,,,,,,,,,,,,,,,,,,
873,118894406,C1CCC2=C(C1)C=CC(=C2)NC3=C(OC4=C3C=CN=C4)N,1,,,,,x,,,,,,,,,,,,,,,,,,,,
874,118894407,C1CC(C1)CC2=CC(=CC=C2)NC3=C(OC4=C3C=CN=C4)N,1,,,,,x,,,,,,,,,,,,,,,,,,,,
875,118894408,COC1=CC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
876,118894409,C1=CC=C2C(=C1)C(=C(S2)N)NC3=CC(=C(C=C3)Br)C(F)(F)F,"0,3333333333",,,,,,,,,,,,,,,,,x,,,,,,,,
877,118894410,C1=CC=C(C=C1)COC(=O)NC2=C(C3=C(O2)C=NC=C3)N(C4=CC(=C(C=C4)F)Cl)C(=O)OCC5=CC=CC=C5,1,,,,,x,,,,,,,,,,,,,,,,,,,,
878,118894411,COC(=O)NC1=C(C2=C(O1)C=NC=C2)NC3=CC(=C(C=C3)F)Cl,1,,,,,x,,,,,,,,,,,,,,,,,,,,
879,118894413,C1=CC(=C(C=C1NC2=C(OC3=C2C=CC(=C3)[N+](=O)[O-])N)Cl)F,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
880,118894415,COC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
881,118894416,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=CC=C4)Cl)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
882,118894417,CC1=NC=CC(=C1)C2=CC=CC3=C2SC(=C3NC4=CC(=C(C=C4)F)Cl)N,"0,2",,,,,,,,,,,,,,,,,x,,,,,,,,
883,118894418,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=CC=C4)F)N,"0,2",,,,,x,,,,,,,,,,,,,,,,,,,,
884,118898844,CC(C)CN(CC(C)C)C1=C(C=C(C=C1)C(CC(=O)O)C(F)(F)F)NC(=O)NC2=C(C=C(C=C2)F)F,"0,003",x,,,,,,,,,,,,,,,,,,,,,,,,
885,118899322,CSC1=NC=C2C(=NOC2=N1)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
886,118899330,CN(C)C1=NC2=C(C=C1)C(=NO2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
887,118899331,C1=CC=C(C=C1)NC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
888,118899332,COC1=CC=CC(=C1)NC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
889,118899333,COC1=CC=C(C=C1)NC2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
890,118899335,CN1C(=CC=N1)C2=NC3=C(C=C2)C(=NO3)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
891,118899339,CN(C)C1=C2C(=NOC2=NC=C1)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
892,118916898,C1CCC(CC1)C(CC2C3=C(C=CC=N3)C4=CN=CN24)O,"0,3",,,,,,,x,,,,,,,,,,,,,,,,,,
893,118917109,C1CC(CCC1C(CC2C3=C(C=CC=C3F)C4=CN=CN24)(F)F)O,"0,1",,,,,,,x,,,,,,,,,,,,,,x,,,,
894,118917121,C1CCC(CC1)C(CC2C3=CC(=NC=C3C4=CN=CN24)F)O,"0,1",,,,,,,x,,,,,,,,,,,,,,,,,,
895,121288582,C1CCC(CC1)C(CC2C3=C(C4=CN=CN24)N=CC=C3)O,"5,5",,,,,,,x,,,,,,,,,,,,,,,,,,
896,121318124,CC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC(CC2)OC3=C4C=C(C=CC4=NC=C3)F,"0,05",,,,,,,,,,,,,x,,,,,,,,,,,,
897,121318772,C1CC(CCC1C2=C3C=C(C=CC3=NC=C2)F)NC(=O)NC4=CC=C(C=C4)Cl,"0,05",,,,,,,,,,,,,x,,,,,,,,,,,,
898,121318866,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4=CC=C(C=C4)Cl,"0,0375",,,,,,,,,,,,,x,,,,,,,,,,,,
899,121320156,CC(C1CCC(CC1)OC2=CC(=NC=C2)C(F)(F)F)C(=O)NC3=CC=C(C=C3)Cl,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,x
900,121325203,C1CC(CCC1CC(=O)NC2=CC=C(C=C2)Cl)C3=CC=CC=C3,50,,,,,,,,,,,,,,,,,,,,,,,,,x
901,121325256,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=CC4=C3C=CN=C4,"0,05",,,,,,,,,x,,,,,,,,,,,,,,,,
902,121325265,CC(C)OC1=CC=C(C=C1)S(=O)(=O)NC2CCCC3=C2C=CN=C3,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,x
903,121326125,CC1(CN(CCN1S(=O)(=O)C)C2=CC(=CC3=C2C=NN3)Br)C,"0,26",,x,,,,,,,,,,,,,,,,,,,,,,,
904,121328273,C1CC(CCC1CC(=O)NC2=CC=C(C=C2)Cl)OC3=CC=NC4=CC=CC=C43,16,,,,,,,,,,,,,x,,,,,,,,,,,,
905,121328278,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CC=C(C=C4)Cl,"0,00285",,,,,,,,,,,,,x,,,,,,,,,,,,
906,121328332,CCC(C1CCC(CC1)OC2=CC=NC3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)Cl,"0,05",,,,,,,,,,,,,x,,,,,,,,,,,,
907,121328415,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4CCCCC4,"0,47",,,,,,,,,,,,,x,,,,,,,,,,,,
908,121329967,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4=CC=C(C=C4)C5=CC=CC=C5,"0,022",,,,,,,,,,,,,x,,,,,,,,,,,,
909,121329969,CC1=NC=CC(=C1)C2CCC(CC2)[C@@H](C)NC(=O)C3=CC=C(C=C3)Cl,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,x
910,121332487,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NS(=O)(=O)C4=CC=C(C=C4)Cl,"0,742",,,,,,,,,,,,,x,,,,,,,,,,,,
911,121332488,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4=CC(=CC=C4)Cl,"0,097",,,,,,,,,,,,,x,,,,,,,,,,,,
912,121332518,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4=CC=CC=C4Cl,"0,135",,,,,,,,,,,,,x,,,,,,,,,,,,
913,121332551,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NS(=O)(=O)C4=CC(=CC=C4)Cl,"0,05",,,,,,,,,,,,,x,,,,,,,,,,,,
914,121332558,CC(C)(C)C1=CC=CC=C1OC2=C(C=C(C=C2)C3=CC(=C(C=C3)OC)C(=O)O)NC(=O)NC4=CC=CC=C4Cl,"0,62",x,,,,,,,,,,,,,,,,,,,,,,,,
915,121332569,COC1=C(C=C(C=C1)C2=CC(=C(C=C2)OC3=CC=CC4=C3CCCC4)NC(=O)NC5=CC=CC=C5F)C(=O)O,"0,25",x,,,,,,,,,,,,,,,,,,,,,,,,
