STT,CID,SMILES,IC50 (uM),Substructures
1138,132004510,CCO/N=C/1\C2=C(C=CC(=C2)[N+](=O)[O-])N3C1=NC4=C(C3=O)C=CC=N4,5.5,Other
1139,132060157,C1CN(CCC12CCOC2=O)C3=CC(=CC4=CN=CN34)C(F)(F)F,1.995,Imidazole
1140,132060163,CC(=O)N1CCC2(CCN(CC2)C3=CC(=CC4=CN=CN34)C(F)(F)F)CC1,6.31,Imidazole
1141,132060327,CC1=NC2(CCN(CC2)C3=CC(=CC4=CN=CN34)C(F)(F)F)C(=O)N1,1.995,Imidazole
1142,132072089,C1CNC(=O)C12CCN(CC2)C3=CC(=CC4=CN=CN34)C(F)(F)F,7.943,Imidazole
1143,132079217,CN1C=C(C=N1)C2=CC(=C(C=C2F)NC(=O)NCC3C4=CC=CC=C4C5=CN=CN35)F,0.016,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1144,132090134,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)CC4=CC=C(C=C4)Cl,0.452,Quinoline
1145,132108380,C[C@@H](CNC(=O)C1=CC=C(C=C1)Cl)C2CCC(CC2)C3=C4C=C(C=CC4=NC=C3)F,0.2095,Quinoline
1146,132108474,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C45CCC(CC4)(CC5)Cl,0.579,Quinoline
1147,132209614,C[C@H](C1=CC2=C(C=C1)N(CC2)C(=O)C3CCOCC3)NC(=O)C4=CC=C(C=C4)F,0.007,Other
1148,132486537,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(C=C4)Br,50,Beta-carboline; Indole; Brassinin
1149,132528948,C1=CC(=CC=C1CNC2=CC(=CC3=C2C=NN3)Br)O,5.526666667,1H-indazole
1150,132598338,COC1=CC(=CC(=C1)SC2=CNC3=C2C=C(C=C3)Cl)OC,7,Indole; Brassinin
1151,132938162,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N(N=N3)C4=CC(=C(C=C4)F)Cl,0.013,Triazole
1152,134130983,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC(=CC=C4)Cl,0.932,Other
1153,134131669,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC(=CC=C4)F,1.347,Other
1154,134132343,C1=CC(=C(C=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)Cl)F,0.879,Other
1155,134132658,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC(=C(C=C4)Cl)Cl,0.505,Other
1156,134132888,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC(=C(C=C4)F)Cl,0.258,Other
1157,134133190,C1=CC(=CC(=C1)F)C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N,0.383,Other
1158,134135015,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC=C(C=C4)Br,0.652,Other
1159,134136354,C1=CC(=C(C=C1C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N)F)F,0.559,Other
1160,134136717,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC=C(C=C4)Br,0.969,Other
1161,134137635,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC=C(C=C4)Cl,0.889,Other
1162,134138847,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC=C(C=C4)F,0.2785,Other
1163,134139474,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC=C(C=C4)F,0.571,Other
1164,134141021,C1=CC(=C(C=C1C2C3=C(NN=C3OC4=NNC(=C24)N)N)Cl)F,0.228,Other
1165,134142610,C1=CC(=C(C=C1C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N)Cl)F,0.362,Other
1166,134142830,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC(=C(C=C4)F)Cl,0.169,Other
1167,134143335,C1=CC(=CC(=C1)F)C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N,0.718,Other
1168,134143523,C1=CC(=CC(=C1)Cl)C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N,0.2755,Other
1169,134145910,C1=CC(=CC=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)F,0.668,Other
1170,134146158,CC1=C2C(C3=C(NN=C3OC2=NN1)N)C4=CC(=C(C=C4)F)F,0.1145,Other
1171,134146460,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC(=C(C=C4)F)F,0.2595,Other
1172,134147587,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC=CC=C4F,0.693,Other
1173,134149657,CC1=C2C(C3=C(NN=C3OC2=NN1)N)C4=CC(=C(C=C4)OC)O,0.2375,Other
1174,134150058,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC=CC=C4,1.139,Other
1175,134150572,C1=CC(=C(C=C1C2C3=C(NN=C3OC4=NNC(=C24)N)N)F)F,0.1585,Other
1176,134152033,C1=CC=C(C=C1)C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N,2.092,Other
1177,134153755,C1=CC=C(C=C1)C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N,2.784,Other
1178,134154095,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC(=C(C=C4)F)F,0.244,Other
1179,134154247,CC1=C2C(C3=C(NN=C3OC2=NN1)N)C4=CC(=C(C=C4)F)Cl,0.2115,Other
1180,134155013,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC(=CC=C4)Cl,0.91,Other
1181,134155058,CC1=C2C(C3=C(NC(=O)NC3=O)OC2=NN1)C4=CC(=C(C=C4)Cl)Cl,0.593,Other
1182,134156014,C1=CC(=C(C=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)F)F,0.68,Other
1183,134156288,CC1=C2C(C3=C(NN=C3OC2=NN1)C)C4=CC(=CC=C4)F,0.808,Other
1184,134157947,CC1=C2C(C3=C(NN=C3OC2=NN1)N)C4=CC=C(C=C4)F,0.546,Other
1185,134195147,C1C2CC3CC(C2)(CC1C3C4=CC=CC=C4)C(CC5C6=CC=CC=C6C7=CN=CN57)O,0.1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1186,134195177,CS(=O)(=O)NC1C2CC3CC1CC(C3)(C2)C(CC4C5=C(C=CC=C5F)C6=CN=CN46)O,0.1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1187,134195188,C1C2CC3CC(C2)(CC1C3NC(=O)NC4=CC=CC=C4)C(CC5C6=C(C=CC=C6F)C7=CN=CN57)O,0.1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1188,134195221,C1C2CC3CC1CC(C2)(C3)C(CC4C5=C(C=CC=N5)C6=CN=CN46)O,0.3,Imidazole
1189,134279103,CS(=O)(=O)N1CCC(CC1)OC2=CC=C(C=C2)N3CCC(CC3)C4C5=C(C=CC=C5F)C6=CN=CN46,0.0155,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1190,134285055,CCC(C1CCC(CC1)OC2=CC=NC3=CC=CC=C32)C4=NC5=C(N4)C=C(C=C5)Cl,0.0215,Imidazole; Quinoline
1191,134285174,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=C(N4)C=C(C=C5)Cl,0.0055,Imidazole; Quinoline
1192,134298430,C1=CC(=CC=C1C#N)NC(=O)NC2=CC(=CC3=CN=CN23)Cl,0.25,Imidazole
1193,134298438,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CC(=O)NC4=CNN=C4,0.875,Imidazole
1194,134298445,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CC(=O)N(C4=CC=C(C=C4)C#N)O,0.25,Imidazole
1195,134298449,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=NC=C(C=C4)C#N,0.875,Imidazole
1196,134298450,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CC(=O)NC4=CC=C(C=C4)C#N,0.25,Imidazole
1197,134298453,COC1=C(C=CC(=C1)C#N)NC(=O)NC2=C(C=CC3=CN=CN32)C4=CC=CC=C4,0.25,Imidazole
1198,134298457,COC1=C(C=CC(=C1)NC(=O)NC2=C(C=CC3=CN=CN32)C4=CC=CC=C4)C#N,0.25,Imidazole
1199,134298494,C1CC=C(C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C#N,0.25,Imidazole
1200,134298499,C1=CC=C(C(=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C#N)F,0.25,Imidazole
1201,134298503,C1=CC(=CC=C1C#N)NC(=O)CC2=CC(=CC3=CN=CN23)Cl,0.25,Imidazole
1202,134298514,C1COCCN1CCNC(=O)C2=CC=C(C=C2)NC(=O)CC3=C(C=CC4=CN=CN43)C5=CC=CC=C5,0.25,Imidazole
1203,134298516,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CN=C(C=C4)C#N,0.25,Imidazole
1204,134298517,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CNCC4=CC=C(C=C4)C#N,0.25,Imidazole
1205,134298518,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CC(=O)NC4=C(C=C(C=C4)C#N)CO,0.875,Imidazole
1206,134298549,COC1=C(N2C=NC=C2C=C1)NC(=O)NC3=CC=C(C=C3)C#N,0.875,Imidazole
1207,134298574,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C#N,0.25,Imidazole
1208,134298587,C1=CC=C(C=C1)CNCC2=C(C=CC3=CN=CN32)C4=CC=CC=C4,0.875,Imidazole
1209,134298589,C1=CC2=CN=CN2C(=C1)NC(=O)NC3=CC=C(C=C3)C#N,0.875,Imidazole
1210,134298590,C1=CC(=CC=C1C#N)NC(=O)NC2=C(C=CC3=CN=CN32)C4=CC=C(C=C4)F,0.875,Imidazole
1211,134298591,C1=CC(=CC=C1C#N)NC(=O)NC2=C(C=CC3=CN=CN32)Cl,0.25,Imidazole
1212,134298592,C1=CC(=CC(=C1)F)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C#N,0.25,Imidazole
1213,134298594,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C(=O)O,0.875,Imidazole
1214,134298596,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C(=O)N,0.875,Imidazole
1215,134298597,C1=CC(=CC=C1C#N)NC(=O)NC2=C(C=CC3=CN=CN32)F,0.25,Imidazole
1216,134298598,CCOC1=C(N2C=NC=C2C=C1)NC(=O)NC3=CC=C(C=C3)C#N,0.875,Imidazole
1217,134298601,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CC(=O)NC4=CC=NN4,0.25,Imidazole
1218,134298605,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)NC(=O)NC4=CC=C(C=C4)C(=O)NCCO,0.875,Imidazole
1219,134298610,CC(C)CNCC1=C(C=CC2=CN=CN21)C3=CC=CC=C3,0.875,Imidazole
1220,134298638,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)NC(=O)CC3=C(C=CC4=CN=CN43)C5=CC=CC=C5,0.25,Imidazole
1221,134298639,C1=CC=C(C=C1)C2=C(N3C=NC=C3C=C2)CC(=O)NC4=CC=C(C=C4)C5=CNN=C5,0.25,Imidazole
1222,134298640,CN(CC1=CC=C(C=C1)C#N)CC2=C(C=CC3=CN=CN32)C4=CC=CC=C4,0.875,Imidazole
1223,134298641,C1CCC(CC1)CNCC2=C(C=CC3=CN=CN32)C4=CC=CC=C4,0.875,Imidazole
1224,134298643,COCCN1C=C(C=N1)C2=CC=C(C=C2)NC(=O)CC3=C(C=CC4=CN=CN43)C5=CC=CC=C5,0.25,Imidazole
1225,134298661,CNC(=O)C1=CC=C(C=C1)NC(=O)NC2=C(C=CC3=CN=CN32)C4=CC=CC=C4,0.875,Imidazole
1226,134298663,C1COCCN1C(=O)C2=CC=C(C=C2)NC(=O)CC3=C(C=CC4=CN=CN43)C5=CC=CC=C5,0.25,Imidazole
1227,134298666,COC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=C(C=CC4=CN=CN43)C5=CC=CC=C5,0.25,Imidazole
1228,134298687,C1=CC2=CN=CN2C(=C1)NC(=O)NC3=CC=C(C=C3)Cl,0.875,Imidazole
1229,134298730,CC(C)(CNCC1=C(C=CC2=CN=CN21)C3=CC=CC=C3)O,0.25,Imidazole
1230,134339356,C1=CC=C2C(=C1)[C@@H](N3C2=CN=C3)C[C@@H](C4=C(C=C5C(=C4)C=CO5)F)O,0.2,"Furan; Imidazole; 5H-imidazo(5,1-a)isoindole"
1231,134814486,CC1(CN(CC[C@]12C(=O)NC(=O)N2)C3=CC(=CC4=CN=CN34)C(F)(F)F)C,0.0645,Imidazole
1232,134814487,CC1(CN(CC[C@@]12C(=O)NC(=O)N2)C3=CC(=CC4=CN=CN34)C(F)(F)F)C,0.025,Imidazole
1233,135393338,C[C@@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CC=C(C=C4)Cl,0.42,Quinoline
1234,135398515,C1=CC=C2C(=C1)C=CC(=C2/C=N/S(=O)(=O)C3=CC=CS3)O,1.39,Thiophene
1235,135401349,COC1=CC=CC=C1N(CC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O)S(=O)(=O)C,30,Other
1236,135403797,C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O,1000,Other
1237,135411931,C1=CC=C2C(=C1)C(=NC3=CC=C(C=C3)Cl)C(=O)N2,2.56,Other
1238,135412567,C1=CC=C2C(=C1)C(=NC3=CC=CC=C3Br)C(=O)N2,1.24,Other
1239,135420064,COC1=CC=CC=C1NCC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,8.6,Other
1240,135424953,C1=CC(=C(C=C1N=C(C2=NON=C2N)NO)Cl)F,0.105375,Other
1241,135424981,CNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.057,Other
1242,135437626,C1=CC=C(C=C1)NC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,30,Other
1243,135442567,C1=CC=C(C=C1)N=C2C3=CC=CC=C3NC2=O,2.85,Other
1244,135465938,CN(C)C1=CC=C(C=C1)C(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,21.1,Other
1245,135472487,CC1=CC(=C(C=C1)OCC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O)C,30,Other
1246,135478380,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC(=O)CC3=CC=C(C=C3)[N+](=O)[O-])O,10.3,Other
1247,135482065,C1=CC=C(C(=C1)C2=NNN=C2)O,6.333333333,Triazole
1248,135491081,COC1=CC=CC=C1C(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,11.3,Other
1249,135533698,COC1=CC=C(C=C1)CC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,30,Other
1250,135533790,CCC(C(=O)N/N=C/C1=C(C=CC2=CC=CC=C21)O)NC3=C(C=C(C=C3)Cl)C,2.1,Other
1251,135544530,C1=CC=C(C(=C1)C2=NNN=N2)O,700,Other
1252,135564890,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,0.048279273,Other
1253,135567420,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNS(=O)(=O)N)NO)Br)F,0.10475,Other
1254,135588554,CCNC(=O)C(=O)N/N=C/C1=C(C=CC2=CC=CC=C21)O,30,Other
1255,135588681,C1=CC=C(C=C1)CC(=O)N/N=C/C2=C(C=CC3=C2C=CC(=C3)[N+](=O)[O-])O,4.8,Other
1256,135611181,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC(=O)CSC3=CC=C(C=C3)Cl)O,6,Other
1257,135741412,C1=CC(=C(C=C1N=C(C2=NON=C2N)NO)Br)F,0.03275,Other
1258,135743630,C1=CC2=C(C=C1F)NC=C2/C=C/C3=NNN=N3,100,Indole; Brassinin
1259,135821912,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC=CS3)O,30,Other
1260,135895369,CS(=O)(=O)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.185714286,Other
1261,135895372,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Cl)F,0.1775,Other
1262,135905429,COCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.15,Other
1263,135981331,C1=CC(=C(C=C1Cl)C2=NNN=C2)O,0.101,Triazole
1264,136008534,C1=CC=C(C(=C1)C2=NC=NN2)O,31,Other
1265,136099973,C1=CC=C(C=C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.255,Other
1266,136123535,C1CN=C2C3=C(C(=O)C4=C2NC=C4C5=CC=C(C=C5)O)NC=C31,7,Other
1267,136163388,C1=CC(=C(C=C1Cl)C2=NC=NN2)O,0.6,Other
1268,136898218,C1=CC(=C(C=C1N=C(C2=NON=C2NCCN)NO)Br)F,0.194,Other
1269,137203163,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)N)NO)Br)F,0.0339,Other
1270,137217282,C1=CC(=C(C=C1N=C(C2=NON=C2SCCN)NO)Br)F,0.0481,Other
1271,137217284,COC(=O)NCCSC1=NSN=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.616,Other
1272,137217285,CC(C)(C)OC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.271,Other
1273,137217286,COCCNS(=O)(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0434,Other
1274,137217288,C1[C@@H](NS(=O)(=O)N1)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0535,Other
1275,137217292,CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)OC(F)(F)F)NO,0.356,Other
1276,137217293,C1=CC(=C(C=C1N=C(C2=NON=C2SCCN=C(N)N)NO)Br)F,0.0415,Other
1277,137217294,CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2F)F)Br)NO,0.136,Other
1278,137217295,C[C@H]([C@@H](CO)NC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)O,0.0539,Other
1279,137217296,C1=CC(=C(C=C1N=C(C2=NON=C2SCC(=O)NC(CO)CO)NO)Br)F,0.0509,Other
1280,137217297,C1[C@H]([C@H](CC1NC(=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O)O,0.08655,Other
1281,137217309,COC(=O)CNP(=O)(CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NCC(=O)OC,0.0181,Other
1282,137217314,CNC(=O)N1CCC(CC1)SC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.169,Other
1283,137217315,C1=CC(=C(C=C1N=C(C2=NON=C2SCCN=C(N)NC#N)NO)Br)F,0.0393,Other
1284,137217316,CCOC(=O)CNP(=O)(CC)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,2.681,Other
1285,137217317,C1=CC=C(C=C1)OP(=O)(CCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)OC4=CC=CC=C4,0.764,Other
1286,137217318,CCOC(=O)CNP(=O)(CCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NCC(=O)OCC,0.131,Other
1287,137217319,CNP(=O)(CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NC,0.0485,Other
1288,137217321,CS(=O)(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C#N)NO,0.11,Other
1289,137217322,CC(CO)(CO)NC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0827,Other
1290,137217323,CC(C)OC(=O)OCOP(=O)(CCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OCOC(=O)OC(C)C,0.706,Other
1291,137217324,C1=CC(=C(C=C1N=C(C2=NON=C2SC[C@H](CO)O)NO)Cl)F,0.0684,Other
1292,137217325,CC(=O)N[C@H](CO)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0937,Other
1293,137217330,CCOP(=O)(CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OCC,0.0409,Other
1294,137217333,C1=CC(=C(C=C1N=C(C2=NON=C2SCCC(=O)O)NO)Br)F,0.0482,Other
1295,137217334,CCOC(=O)CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0861,Other
1296,137217339,C1C2(CC1(C2)C#N)CSC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.125,Other
1297,137217341,CNC(=O)N1CC(C1)SC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0418,Other
1298,137217343,C1C(OC(=O)N1)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0345,Other
1299,137217344,CCOC(=O)CNP(=O)(CCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OC3=CC=CC=C3,0.0999,Other
1300,137217345,C1=CC=C(C=C1)OP(=O)(CCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O,0.0341,Other
1301,137217346,CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)(F)F)NO,0.0653,Other
1302,137217347,C1=CC(=C(C=C1N=C(C2=NON=C2SCCO)NO)C(F)(F)F)F,0.0995,Other
1303,137217348,CN1C(=NNC1=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Cl)NO,0.0715,Other
1304,137217350,CCC1=CC(=CC=C1)N=C(C2=NON=C2SCCNC(=O)C)NO,0.0594,Other
1305,137217352,C1COCCN1CCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0575,Other
1306,137217355,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNS(=O)(=O)N)NO)C#N)F,0.119,Other
1307,137217357,CC(C(CO)NC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)O,0.116,Other
1308,137217358,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CO)NO)C#N)F,0.135,Other
1309,137217359,CS(=O)(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO,0.0525,Other
1310,137217361,C[C@H](CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C#N)NO)NC(=O)C,0.218,Other
1311,137217362,C[C@@H](CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C#N)NO)NC(=O)C,0.196,Other
1312,137217363,C[C@H](CO)NC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0449,Other
1313,137217364,C1COCCN1C(=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0738,Other
1314,137217371,COC(=O)C1(CCC1)SC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0059,Other
1315,137217372,CC(C(=O)O)SC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.149,Other
1316,137217376,C[C@@H](C(=O)OC(C)C)NP(=O)(CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)N[C@@H](C)C(=O)OC(C)C,0.132,Other
1317,137217377,CN1C(=NNC1=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0378,Other
1318,137217379,C1[C@H](C1(F)F)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C#N)NO,0.0879,Other
1319,137217380,C1[C@@H](C1(F)F)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C#N)NO,0.086,Other
1320,137217391,C[C@H](CNC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)O,0.0224,Other
1321,137217392,CC(C)(C(=O)NC[C@H](CO)O)SC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0826,Other
1322,137223051,CN/C(=C\[N+](=O)[O-])/NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0365,Other
1323,137223052,C1=CC(=C(C=C1N=C(C2=NON=C2SCCC3=NNC(=O)O3)NO)Br)F,0.0722,Other
1324,137223054,CN1C[C@H](NC1=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0377,Other
1325,137223058,C1=CC(=CC=C1CCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.407,Other
1326,137223059,CNP(=O)(CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NC,0.558,Other
1327,137223063,C1=CC(=C(C=C1N=C(C2=NON=C2OCC(=O)NCCO)NO)Br)F,0.044,Other
1328,137223064,CC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.051,Other
1329,137223065,CC(=O)NCCOC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0476,Other
1330,137223067,C1=CC(=C(C=C1N=C(C2=NON=C2SCCP(=O)(O)O)NO)Br)F,0.107,Other
1331,137223069,C1COCCN1CC(CNC(=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O,0.0412,Other
1332,137223070,CCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.187,Other
1333,137223072,CC(=O)N1CCC(CC1)SC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0997,Other
1334,137223074,C1=CC(=C(C=C1N=C(C2=NON=C2SC[C@H](CO)O)NO)C(F)(F)F)F,0.126,Other
1335,137223075,CC(CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)O,0.0584,Other
1336,137223076,CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO,0.054,Other
1337,137223078,C1=CC=C(C=C1)C(CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O,0.503,Other
1338,137223079,C1=CC=C(C=C1)NC(=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.0943,Other
1339,137223080,C[C@@H](CO)NC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0124,Other
1340,137223082,C1=CC(=C(C=C1N=C(C2=NON=C2SCCC(C(=O)O)N)NO)Br)F,0.0294,Other
1341,137223084,CN(C)P(=O)(CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)N(C)C,0.117,Other
1342,137223085,CC(C)([C@H](CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)O)O,0.0853,Other
1343,137223088,C1=CC(=C(C=C1N=C(C2=NON=C2OCCN)NO)Br)F,0.13,Other
1344,137223089,CC(C)(C(CO)O)NC(=O)CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0266,Other
1345,137223090,COCCNC(=O)CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.03,Other
1346,137223092,CC(C)OC(=O)OCOP(=O)(CCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)O,0.197,Other
1347,137223093,C1COC[C@H]([C@H]1NC(=O)CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O,0.056,Other
