STT,CID,SMILES,IC50 (uM)
1596,117704943,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC(=C4)F)F)N)Cl)F,0.2
1597,117704943,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC(=C4)F)F)N)Cl)F,0.2
1598,117704943,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC(=C4)F)F)N)Cl)F,0.2
1599,117704950,C1=CC=C(C=C1)CC2=CC(=CC=C2)NC3=C(OC4=C3C=CN=C4)N,1
1600,117704950,C1=CC=C(C=C1)CC2=CC(=CC=C2)NC3=C(OC4=C3C=CN=C4)N,1
1601,117704951,CCC1=NC=CC2=C1OC(=C2NC3=CC=CC(=C3)C(F)(F)F)N,0.2
1602,117704951,CCC1=NC=CC2=C1OC(=C2NC3=CC=CC(=C3)C(F)(F)F)N,0.2
1603,117704951,CCC1=NC=CC2=C1OC(=C2NC3=CC=CC(=C3)C(F)(F)F)N,0.2
1604,117704956,COC1=CC=CC=C1C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1605,117704956,COC1=CC=CC=C1C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1606,117704956,COC1=CC=CC=C1C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1607,117704960,C#CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3C4=CC=NC=C4)N)F,0.2
1608,117704960,C#CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3C4=CC=NC=C4)N)F,0.2
1609,117704960,C#CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3C4=CC=NC=C4)N)F,0.2
1610,117704961,CCCCOC1=NC(=C2C(=C1)C(=C(O2)N)NC3=CC(=C(C=C3)F)Cl)C4=CC=CC=C4,1
1611,117704961,CCCCOC1=NC(=C2C(=C1)C(=C(O2)N)NC3=CC(=C(C=C3)F)Cl)C4=CC=CC=C4,1
1612,117704961,CCCCOC1=NC(=C2C(=C1)C(=C(O2)N)NC3=CC(=C(C=C3)F)Cl)C4=CC=CC=C4,1
1613,117704962,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C3=CC=CC(=C3)C#N)N(C4=CC(=C(C=C4)F)Cl)C(=O)OCC,1
1614,117704962,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C3=CC=CC(=C3)C#N)N(C4=CC(=C(C=C4)F)Cl)C(=O)OCC,1
1615,117704963,C#CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3C4=CC=CC=C4)N)F,0.2
1616,117704963,C#CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3C4=CC=CC=C4)N)F,0.2
1617,117704963,C#CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3C4=CC=CC=C4)N)F,0.2
1618,117704964,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C#N)N(C3=CC(=C(C=C3)F)Cl)C(=O)OCC,1
1619,117704964,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C#N)N(C3=CC(=C(C=C3)F)Cl)C(=O)OCC,1
1620,117704965,COC(=O)NC1=C(C2=C(O1)C=NC=C2)N(C3=CC(=C(C=C3)F)Cl)C(=O)OC,1
1621,117704965,COC(=O)NC1=C(C2=C(O1)C=NC=C2)N(C3=CC(=C(C=C3)F)Cl)C(=O)OC,1
1622,117704966,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC=CC=C4Cl)N,0.2
1623,117704966,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC=CC=C4Cl)N,0.2
1624,117704966,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC=CC=C4Cl)N,0.2
1625,117704967,C1=CC=C2C(=C1)C=CC=C2C3=NC=CC4=C3OC(=C4NC5=CC(=C(C=C5)F)Cl)N,0.2
1626,117704967,C1=CC=C2C(=C1)C=CC=C2C3=NC=CC4=C3OC(=C4NC5=CC(=C(C=C5)F)Cl)N,0.2
1627,117704967,C1=CC=C2C(=C1)C=CC=C2C3=NC=CC4=C3OC(=C4NC5=CC(=C(C=C5)F)Cl)N,0.2
1628,117704968,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,0.2
1629,117704968,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,0.2
1630,117704968,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,0.2
1631,117704969,CC1=C(C=CC(=C1)Br)NC2=C(SC3=CC=CC=C32)N,0.2
1632,117704969,CC1=C(C=CC(=C1)Br)NC2=C(SC3=CC=CC=C32)N,1
1633,117704969,CC1=C(C=CC(=C1)Br)NC2=C(SC3=CC=CC=C32)N,1
1634,117704970,C1OC2=C(O1)C=C(C=C2)NC3=C(SC4=CC=CC=C43)N,0.2
1635,117704970,C1OC2=C(O1)C=C(C=C2)NC3=C(SC4=CC=CC=C43)N,0.2
1636,117704970,C1OC2=C(O1)C=C(C=C2)NC3=C(SC4=CC=CC=C43)N,0.2
1637,117704971,COC1=CC=CC(=C1)NC2=C(SC3=CC=CC=C32)N,0.2
1638,117704971,COC1=CC=CC(=C1)NC2=C(SC3=CC=CC=C32)N,0.2
1639,117704971,COC1=CC=CC(=C1)NC2=C(SC3=CC=CC=C32)N,0.6
1640,117704972,C1=CC=C(C=C1)C2=CC=CC3=C2SC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1641,117704972,C1=CC=C(C=C1)C2=CC=CC3=C2SC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1642,117704972,C1=CC=C(C=C1)C2=CC=CC3=C2SC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1643,117704973,C1=CC=C2C(=C1)C(=C(S2)N)NC3=CC(=CC=C3)Cl,0.2
1644,117704973,C1=CC=C2C(=C1)C(=C(S2)N)NC3=CC(=CC=C3)Cl,0.2
1645,117704973,C1=CC=C2C(=C1)C(=C(S2)N)NC3=CC(=CC=C3)Cl,0.2
1646,117704975,CC1=CC2=C(C(=N1)C3=CC(=NC=C3)C)OC(=C2NC4=CC(=C(C=C4)F)Cl)N,0.2
1647,117704975,CC1=CC2=C(C(=N1)C3=CC(=NC=C3)C)OC(=C2NC4=CC(=C(C=C4)F)Cl)N,0.2
1648,117704975,CC1=CC2=C(C(=N1)C3=CC(=NC=C3)C)OC(=C2NC4=CC(=C(C=C4)F)Cl)N,0.2
1649,117704976,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC=C4)C(F)(F)F)N)Cl)F,0.2
1650,117704976,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC=C4)C(F)(F)F)N)Cl)F,0.2
1651,117704976,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=NC=C4)C(F)(F)F)N)Cl)F,0.2
1652,117704977,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C3=CC(=NC=C3)C)N(C4=CC(=C(C=C4)F)F)C(=O)OCC,1
1653,117704977,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C3=CC(=NC=C3)C)N(C4=CC(=C(C=C4)F)F)C(=O)OCC,1
1654,117704977,CCOC(=O)NC1=C(C2=C(O1)C(=NC=C2)C3=CC(=NC=C3)C)N(C4=CC(=C(C=C4)F)F)C(=O)OCC,1
1655,117704978,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=CC(=C4)F)F)N)Cl)F,0.2
1656,117704978,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=CC(=C4)F)F)N)Cl)F,0.2
1657,117704978,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3C4=CC(=CC(=C4)F)F)N)Cl)F,0.2
1658,117704979,C1=CC=C(C=C1)/C=C/C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1659,117704979,C1=CC=C(C=C1)/C=C/C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1660,117704979,C1=CC=C(C=C1)/C=C/C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
1661,117779181,CCCOC1=C(C=C(C=C1NC(=O)NC2=CC=C(C=C2)C)C3=CC=CC=C3C4=NNN=N4)/C=C/CC(F)(F)F,0.03
1662,117779240,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC(=C(C=C3)OC)C(=O)O)OC4=CC=CC=C4C(C)(C)C,0.35
1663,117779569,CCCOC1=C(C=C(C=C1NC(=O)NC2=CC=C(C=C2)C)C3=CC=CC=C3C4=NNN=N4)C/C=C/C,0.03
1664,117805608,CCCC1=C(C(=CC(=C1)C2=CC=CC=C2C3=NNN=N3)NC(=O)NC4=CC=C(C=C4)C)OCCC,0.03
1665,117805612,CC1=CC=C(C=C1)NC(=O)NC2=C(N=CC(=C2)C3=CC(=CN=C3)C(=O)O)OC4=CC=CC=C4,6.18
1666,117805661,CC1=CC=C(C=C1)NC(=O)NC2=C(N=CC(=C2)C3=CC(=CC(=C3)Cl)C(=O)O)OC4=CC=CC=C4C(C)(C)C,7.5
1667,117927580,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3C(=O)O)N(CC(C)C)CC(C)C,0.0107
1668,117927580,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3C(=O)O)N(CC(C)C)CC(C)C,0.013
1669,117927580,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3C(=O)O)N(CC(C)C)CC(C)C,0.0164
1670,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.21
1671,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,10
1672,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,13
1673,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,38
1674,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,50
1675,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,50
1676,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,50
1677,118511968,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,54
1678,118511969,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,50
1679,118511969,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,50
1680,118511969,C1[C@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,50
1681,118511985,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,0.62
1682,118511985,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,0.62
1683,118511985,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,0.62
1684,118511986,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,0.29
1685,118511986,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,0.29
1686,118511986,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,0.29
1687,118512015,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)C#N,1.2
1688,118512015,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)C#N,12
1689,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.12
1690,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.12
1691,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.12
1692,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.12
1693,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.2
1694,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.2
1695,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,1
1696,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,1.1
1697,118512017,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,2.5
1698,118512030,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=CC(=C3)F,1.7
1699,118512030,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=CC(=C3)F,1.7
1700,118512030,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=CC(=C3)F,1.7
1701,118512032,CC1=CC2=C(C=C1F)C(=CN2)C3CC(=O)NC3=O,46
1702,118512032,CC1=CC2=C(C=C1F)C(=CN2)C3CC(=O)NC3=O,46
1703,118512032,CC1=CC2=C(C=C1F)C(=CN2)C3CC(=O)NC3=O,46
1704,118512042,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,0.58
1705,118512042,C1[C@@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,3.6
1706,118512043,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,0.49
1707,118512043,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,0.49
1708,118512043,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Cl,0.49
1709,118512052,C1[C@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,8
1710,118512052,C1[C@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,8
1711,118512052,C1[C@H](C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)Br,8
1712,118512054,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,2.2
1713,118512054,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,2.2
1714,118512054,C1[C@@H](C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,2.2
1715,118512063,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=C(C=C3)F,4.6
1716,118512063,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=C(C=C3)F,4.6
1717,118512063,C1C(C(=O)NC1=O)C2=CC=CC3=C2C=C(C=C3)F,4.6
1718,118512079,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)F,3.4
1719,118512079,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)F,3.4
1720,118512079,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)F,3.4
1721,118512091,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)C#N,1.7
1722,118512091,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)C#N,1.7
1723,118520343,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)CO,53
1724,118520343,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)CO,53
1725,118569598,C1CCC(CC1)CCC(=NC2=CC(=CC=C2)Cl)NO,0.001
1726,118569598,C1CCC(CC1)CCC(=NC2=CC(=CC=C2)Cl)NO,1
1727,118676157,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)[C@H]3C[C@H]3C(=O)O)N(CC(C)C)CC(C)C,0.0042
1728,118676157,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)[C@H]3C[C@H]3C(=O)O)N(CC(C)C)CC(C)C,0.0042
1729,118708818,C1=CC(=CN=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,84
1730,118708818,C1=CC(=CN=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,94.5
1731,118716422,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)C,18
1732,118716423,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=CC(=C3)C,100
1733,118716424,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=CC=C3C,100
1734,118716425,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=CC=C3,100
1735,118716426,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CCCCC3,100
1736,118716427,CCC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)OCC,24
1737,118716428,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)OC,56
1738,118716429,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Cl,8.1
1739,118716430,CCOC(=O)C1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br,5.5
1740,118716431,CCOC(=O)C1=CN=C2N1C(=CS2)CC3=CC=CC=C3,100
1741,118716432,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC=CC=C4,3.5
1742,118716433,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC(=CC=C4)Cl,1.9
1743,118716433,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC(=CC=C4)Cl,1.9
1744,118716434,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C(=O)NCCC4=CC5=C(C=C4)OCO5,3.6
1745,118716435,C1=CC=C(C=C1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.22
1746,118716436,C1=CC=C(C=C1)CNC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.75
1747,118716437,C1CCC(CC1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,1.8
1748,118716438,C1OC2=C(O1)C=C(C=C2)NC(=O)NCC3=CN=C4N3C(=CS4)C5=CC=C(C=C5)Br,0.12
1749,118716439,COC1=CC=CC(=C1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.16
1750,118716440,COC1=CC=C(C=C1)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.19
1751,118716441,C1=CC(=CC=C1C#N)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.077
1752,118716441,C1=CC(=CC=C1C#N)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.077
1753,118716441,C1=CC(=CC=C1C#N)NC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.08
1754,118720652,CC1=CC=C(C=C1)C2=CSC3=NC=C(N23)C,1.3
1755,118867612,CSC1=NC2=C(C=C1)C(=NO2)N,55
1756,118867613,C1=C(C=NC2=C1C(=NO2)N)F,100
1757,118867614,C1=CC(=CC=C1OC2=NC3=C(C=C2)C(=NO3)N)OC(F)(F)F,100
1758,118867615,C1=CC=C(C=C1)OC2=NC3=C(C=C2)C(=NO3)N,100
1759,118867617,COC1=CC(=CC=C1)OC2=NC3=C(C=C2)C(=NO3)N,100
1760,118867618,C1=CC=C(C=C1)C2=NC3=C(C=C2)C(=NO3)N,100
1761,118867619,C1COCC2=CC3=C(N=C21)ON=C3N,100
1762,118867622,C1=CC=C(C=C1)C2=C3C(=NOC3=NC=C2)N,100
1763,118867623,C1=CC(=NC2=C1C(=NO2)N)N,100
1764,118867624,CN(C)C1=C(C=C2C(=NOC2=N1)N)F,100
1765,118867625,C1=C2C(=NOC2=NC(=C1Cl)Cl)N,1
1766,118867627,COC1=C(C=C(C=C1F)F)C2=CC3=C(N=C2)ON=C3N,100
1767,118867628,CN(C)CCCOC1=NC2=C(C=C1)C(=NO2)N,100
1768,118867629,C1=C2C(=NOC2=NC(=C1F)Cl)N,1
1769,118867630,C1=CC=C(C(=C1)OC2=NC3=C(C=C2)C(=NO3)N)OC(F)(F)F,100
1770,118867633,CC1=CC2=C(N=C1C)ON=C2N,100
1771,118867634,C1=CC(=CC(=C1)OC(F)(F)F)OC2=NC3=C(C=C2)C(=NO3)N,100
1772,118867635,COC1=CC=C(C=C1)C2=NC3=C(C=C2)C(=NO3)N,100
1773,118867636,CC(C)C1=NC2=C(C=C1)C(=NO2)N,100
1774,118867637,C1=CSC(=C1)C2=NC3=C(C=C2)C(=NO3)N,100
1775,118867638,C1=CC=C(C(=C1)C2=CC3=C(N=C2)ON=C3N)O,100
1776,118867640,CS(=O)(=O)C1=NC2=C(C=C1)C(=NO2)N,100
1777,118867641,C1COCCN1CCOC2=NC3=C(C=C2)C(=NO3)N,100
1778,118867642,CC1=C2C(=NOC2=NC(=C1Cl)C)NC,100
1779,118867645,CC1=C2C(=NOC2=NC(=C1OC(F)F)C)N,100
1780,118867650,C1=COC(=C1)C2=NC3=C(C=C2)C(=NO3)N,100
1781,118867651,C1CC1NC2=C(C=C3C(=NOC3=N2)N)F,100
1782,118867652,C1=CC(=CC(=C1)Cl)OC2=NC3=C(C=C2)C(=NO3)N,100
1783,118867653,C1=CC(=C(C=C1Cl)Cl)C2=NC3=C(C=C2)C(=NO3)N,100
1784,118867654,CC1=C(C2=C(N=C1C)ON=C2N)C,55
1785,118867655,C1=C(C=NC2=C1C(=NO2)N)I,5.5
1786,118867657,CC1=C2C(=NOC2=NC(=C1Br)C)N,5.5
1787,118867658,CC1=CC(=C2C(=NOC2=N1)N)C(F)(F)F,100
1788,118867664,C1=C(C=NC2=C1C(=NO2)N)[N+](=O)[O-],5.5
1789,118867665,CC1(CCC2=NC3=C(C=C2C1)C(=NO3)N)C,100
1790,118867666,CCOC(=O)C1=C(N=C2C(=C1)C(=NO2)N)C,100
1791,118867667,C1CCC2=CC3=C(N=C2CC1)ON=C3N,100
1792,118867671,C1=CC(=CC=C1C2=CC3=C(N=C2)ON=C3N)F,100
1793,118867672,COC1=C2C(=NOC2=NC=C1)N,100
1794,118867673,COC1=CC=CC=C1OC2=NC3=C(C=C2)C(=NO3)N,100
1795,118867676,C1COCCN1C2=C(C=C3C(=NOC3=N2)N)F,100
1796,118867678,CC1=CC2=C(N=C1)ON=C2N,100
1797,118867679,CC1=CC(=NC2=C1C(=NO2)N)Cl,1
1798,118867680,CSC1=NC(=NC2=C1C(=NO2)N)C3=CC=CC=C3,100
1799,118867681,COCC#CC1=CC2=C(N=C1)ON=C2N,100
1800,118867682,C1=CC(=CC(=C1)OC2=NC3=C(C=C2)C(=NO3)N)C(F)(F)F,100
1801,118867683,CN(C)CCOC1=NC2=C(C=C1)C(=NO2)N,100
1802,118867688,C1=CC(=CC=C1OC2=NC3=C(C=C2)C(=NO3)N)Cl,100
1803,118867689,CCOC(=O)C1=C(N=C2C(=C1)C(=NO2)N)C(F)F,100
1804,118867690,C1=CC(=NC2=C1C(=NO2)N)C(=O)O,100
1805,118867691,CCOC(=O)C1=C(N=C2C(=C1)C(=NO2)N)C(F)(F)F,55
1806,118867694,C1=CC(=C(C=C1F)F)C2=NC3=C(C=C2)C(=NO3)N,100
1807,118867697,COC1=CC=C(C=C1)OC2=NC3=C(C=C2)C(=NO3)N,100
1808,118867699,C1=CC(=CC=C1C2=NC3=C(C=C2)C(=NO3)N)F,100
1809,118867700,C1=CC=C(C(=C1)OC2=NC3=C(C=C2)C(=NO3)N)Cl,55
1810,118867704,C1=C(C2=C(N=C1Cl)ON=C2N)C(F)(F)F,100
1811,118870955,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3)N)Cl)I,1
1812,118870955,C1=CC(=C(C=C1NC2=C(OC3=C2C=CN=C3)N)Cl)I,1
1813,118870986,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CC(=C3)C#N)N)C(F)(F)F,0.2
1814,118870986,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CC(=C3)C#N)N)C(F)(F)F,0.2
1815,118870986,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CC(=C3)C#N)N)C(F)(F)F,0.2
1816,118871006,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC=CC=C4N5CCCCC5)N,1
1817,118871006,CC1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC=CC=C4N5CCCCC5)N,1
1818,118871055,CNC(=O)C1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,0.2
1819,118871055,CNC(=O)C1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,0.2
1820,118871055,CNC(=O)C1=NC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)C(F)(F)F)N,0.2
1821,118894398,COC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,0.2
1822,118894398,COC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,1
1823,118894398,COC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,1
1824,118894399,C#CC1=CC=C(C=C1)NC2=C(OC3=C2C=CN=C3)N,1
1825,118894399,C#CC1=CC=C(C=C1)NC2=C(OC3=C2C=CN=C3)N,1
1826,118894400,CC(C)OC1=CC=CC(=C1)NC2=C(OC3=C2C=CN=C3)N,1
1827,118894400,CC(C)OC1=CC=CC(=C1)NC2=C(OC3=C2C=CN=C3)N,1
1828,118894401,COC1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)OC,1
1829,118894401,COC1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)OC,1
1830,118894402,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)C(F)F,0.2
1831,118894402,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)C(F)F,0.2
1832,118894402,C1=CC(=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)C(F)F,0.2
1833,118894403,C#CC1=CC(=CC=C1)NC2=C(OC3=C2C=CN=C3)N,0.2
1834,118894403,C#CC1=CC(=CC=C1)NC2=C(OC3=C2C=CN=C3)N,0.2
1835,118894403,C#CC1=CC(=CC=C1)NC2=C(OC3=C2C=CN=C3)N,0.6
1836,118894404,CC(C1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)F)(F)F,0.2
1837,118894404,CC(C1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)F)(F)F,0.2
1838,118894404,CC(C1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)F)(F)F,0.6
1839,118894405,CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,0.2
1840,118894405,CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,0.2
1841,118894405,CC1=C(C=CC(=C1)NC2=C(OC3=C2C=CN=C3)N)Cl,0.6
1842,118894406,C1CCC2=C(C1)C=CC(=C2)NC3=C(OC4=C3C=CN=C4)N,0.2
1843,118894406,C1CCC2=C(C1)C=CC(=C2)NC3=C(OC4=C3C=CN=C4)N,1
1844,118894406,C1CCC2=C(C1)C=CC(=C2)NC3=C(OC4=C3C=CN=C4)N,1
1845,118894407,C1CC(C1)CC2=CC(=CC=C2)NC3=C(OC4=C3C=CN=C4)N,1
1846,118894407,C1CC(C1)CC2=CC(=CC=C2)NC3=C(OC4=C3C=CN=C4)N,1
1847,118894408,COC1=CC=CC(=C1)C2=NC=CC3=C2OC(=C3NC4=CC(=C(C=C4)F)Cl)N,0.2
